2|2_bisup_nomono_again|onehot|hi|kn|0.191734|0.755251|0.191734|0.191734|0.191734
4|4_bisup_mono|onehot|ta|kn|0.213756|0.760105|0.213756|0.213756|0.213756
4|4_bisup_mono|onehot|hi|kn|0.332656|0.835045|0.332656|0.332656|0.332656
4|4_bisup_mono|onehot|bn|hi|0.209505|0.770459|0.209505|0.209505|0.209505
4|4_bisup_mono|phonetic|ta|kn|0.204990|0.745852|0.204990|0.204990|0.204990
4|4_bisup_mono|phonetic|hi|kn|0.296070|0.832345|0.296070|0.296070|0.296070
4|4_bisup_mono|phonetic|bn|hi|0.217537|0.765092|0.217537|0.217537|0.217537
4|4_2_sumloss_again4|phonetic|hi|kn|0.293360|0.784806|0.293360|0.293360|0.293360
3|3_sup_mono|onehot|ta|kn|0.227916|0.766578|0.227916|0.227916|0.227916
3|3_sup_mono|onehot|hi|kn|0.325881|0.845180|0.325881|0.325881|0.325881
3|3_sup_mono|onehot|bn|hi|0.222892|0.771576|0.222892|0.222892|0.222892
3|3_sup_mono|phonetic|ta|kn|0.227242|0.769920|0.227242|0.227242|0.227242
3|3_sup_mono|phonetic|hi|kn|0.356369|0.850064|0.356369|0.356369|0.356369
3|3_sup_mono|phonetic|bn|hi|0.214190|0.773675|0.214190|0.214190|0.214190
4|4_3_ll_rep_loss|onehot|ta|kn|0.140256|0.698129|0.140256|0.140256|0.140256
4|4_3_ll_rep_loss|onehot|hi|kn|0.264905|0.786999|0.264905|0.264905|0.264905
4|4_3_ll_rep_loss|onehot|bn|hi|0.105087|0.678010|0.105087|0.105087|0.105087
4|4_3_ll_rep_loss|phonetic|ta|kn|0.169252|0.715509|0.169252|0.169252|0.169252
4|4_3_ll_rep_loss|phonetic|hi|kn|0.292683|0.783143|0.292683|0.292683|0.292683
4|4_3_ll_rep_loss|phonetic|bn|hi|0.137216|0.697443|0.137216|0.137216|0.137216
4|4_2_sumloss|onehot|ta|kn|0.171274|0.717592|0.171274|0.171274|0.171274
4|4_2_sumloss|onehot|hi|kn|0.279133|0.793678|0.279133|0.279133|0.279133
4|4_2_sumloss|onehot|bn|hi|0.117805|0.688398|0.117805|0.117805|0.117805
4|4_2_sumloss|phonetic|ta|kn|0.178692|0.716979|0.178692|0.178692|0.178692
4|4_2_sumloss|phonetic|hi|kn|0.282520|0.779694|0.282520|0.282520|0.282520
4|4_2_sumloss|phonetic|bn|hi|0.147256|0.695617|0.147256|0.147256|0.147256
4|4_2_sumloss_again3|phonetic|hi|kn|0.285908|0.785840|0.285908|0.285908|0.285908
1|1_newrep|onehot|ta|kn|0.180040|0.713139|0.180040|0.180040|0.180040
1|1_newrep|onehot|hi|kn|0.287940|0.791290|0.287940|0.287940|0.287940
1|1_newrep|onehot|bn|hi|0.125167|0.701130|0.125167|0.125167|0.125167
1|1_newrep|phonetic|ta|kn|0.179366|0.719492|0.179366|0.179366|0.179366
1|1_newrep|phonetic|hi|kn|0.277100|0.778249|0.277100|0.277100|0.277100
1|1_newrep|phonetic|bn|hi|0.136546|0.706363|0.136546|0.136546|0.136546
1|1_sup_nomono|onehot|ta|kn|0.145651|0.700807|0.145651|0.145651|0.145651
1|1_sup_nomono|onehot|hi|kn|0.276423|0.780671|0.276423|0.276423|0.276423
1|1_sup_nomono|onehot|bn|hi|0.115797|0.686696|0.115797|0.115797|0.115797
1|1_sup_nomono|phonetic|ta|kn|0.153068|0.695053|0.153068|0.153068|0.153068
1|1_sup_nomono|phonetic|hi|kn|0.293360|0.784648|0.293360|0.293360|0.293360
1|1_sup_nomono|phonetic|bn|hi|0.129183|0.693187|0.129183|0.129183|0.129183
4|4_2_sumloss_again2|phonetic|hi|kn|0.293360|0.787012|0.293360|0.293360|0.293360
2|2_bisup_nomono|onehot|ta|kn|0.146325|0.701166|0.146325|0.146325|0.146325
2|2_bisup_nomono|onehot|hi|kn|0.230352|0.774275|0.230352|0.230352|0.230352
2|2_bisup_nomono|onehot|bn|hi|0.110442|0.685726|0.110442|0.110442|0.110442
2|2_bisup_nomono|phonetic|ta|kn|0.098449|0.649103|0.098449|0.098449|0.098449
2|2_bisup_nomono|phonetic|hi|kn|0.173442|0.722633|0.173442|0.173442|0.173442
2|2_bisup_nomono|phonetic|bn|hi|0.057564|0.589711|0.057564|0.057564|0.057564
3|3_3_use_src|onehot|ta|kn|0.155091|0.706159|0.155091|0.155091|0.155091
3|3_3_use_src|onehot|bn|hi|0.121821|0.688952|0.121821|0.121821|0.121821
3|3_3_use_src|phonetic|ta|kn|0.188806|0.718785|0.188806|0.188806|0.188806
3|3_3_use_src|phonetic|bn|hi|0.135877|0.695598|0.135877|0.135877|0.135877
3|3_2_use_src|onehot|hi|kn|0.287940|0.788099|0.287940|0.287940|0.287940
3|3_2_use_src|phonetic|hi|kn|0.293360|0.795534|0.293360|0.293360|0.293360
3|3_3_use_tgt|onehot|ta|kn|0.172623|0.721672|0.172623|0.172623|0.172623
3|3_3_use_tgt|onehot|hi|kn|0.288618|0.788334|0.288618|0.288618|0.288618
3|3_3_use_tgt|onehot|bn|hi|0.124498|0.694996|0.124498|0.124498|0.124498
3|3_3_use_tgt|phonetic|ta|kn|0.188806|0.722339|0.188806|0.188806|0.188806
3|3_3_use_tgt|phonetic|hi|kn|0.264905|0.772454|0.264905|0.264905|0.264905
3|3_3_use_tgt|phonetic|bn|hi|0.134538|0.696605|0.134538|0.134538|0.134538
